HEADER_START
C_ID;C_Nome;IDP_ID;IDP_Nome;LI_ID;LI_Nr;ITID_141_;ITID_152_;ITID_155_;ITID_181_;ITID_182_;ITID_183_;DataOra;SeparatoreDecimale_Format;DataOra_Format;
C_ID;Nome Cliente;IDP_ID;Nome Impianto di Produzione;ID Data Logger Installati;Numero Logger;DL Tipo 1 - P 1 - Kwh Totali Progressivi Prodotti dagli ingressi Contatori Enel di Produzione ;DL Tipo 1 - A 2 - Kwh dell'ingresso Contatore Enel 1 di Produzione;DL Tipo 1 - A 5 - Kwh da tutti i sensori di Irraggiamento;DL Tipo 1 - RA 2 - I 1 - Basso Rendimento Impianto Contatori di Produzione 1 e 2 -> Sensore di Irraggiamento;DL Tipo 1 - RA 2 - I 2 - Basso Rendimento Impianto Contatori di Produzione 1 e 2 -> Correnti/Tensioni Inverter;DL Tipo 1 - RA 2 - I 3 - Basso Rendimento Impianto Contatori di Produzione 1 e 2 -> Correnti/Tensioni Stringhe;DataOra;SeparatoreDecimale_Format;DataOra_Format;
HEADER_END
DATA_START
C_ID;C_Nome;IDP_ID;IDP_Nome;LI_ID;LI_Nr;ITID_141_;ITID_152_;ITID_155_;ITID_181_;ITID_182_;ITID_183_;DataOra;SeparatoreDecimale_Format;DataOra_Format;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:39:21;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 00:59:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 01:59:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 02:59:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 03:59:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:09:21;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 04:59:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:29:21;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 05:59:21;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 06:09:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 06:19:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 06:29:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0;0;0;0;0;20/10/2011 06:39:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0,1;0;0;0;0;20/10/2011 06:49:20;,;dd/MM/yyyy HH:mm:ss;
39;Treia;55;0941 - Treia 1 - 660.960 kWp;54;1;0;0,6;0;0;0;0;20/10/2011 06:59:20;,;dd/MM/yyyy HH:mm:ss;
